país,data,nome,tipo
bangladesh,15 de Mai,Buddha Purnima/Vesak,Government Holiday
bangladesh,19 de Jun,Fathers' Day,Observance
bangladesh,21 de Jun,June Solstice,Season
bangladesh,1 de Jul,July 1 Bank Holiday,Bank Holiday
bangladesh,9 de Jul,Eid al-Adha Holiday,Government Holiday
bangladesh,10 de Jul,Eid al-Adha,Government Holiday
bangladesh,11 de Jul,Eid al-Adha Holiday,Government Holiday
bangladesh,12 de Jul,Eid al-Adha Holiday,Optional Holiday
bangladesh,12 de Jul,Ashari Purnima,Optional Holiday
bangladesh,30 de Jul,Muharram (Tentative Date),Observance
bangladesh,9 de Ago,Ashura,Government Holiday
bangladesh,11 de Ago,Raksha Bandhan,Hindu Holiday
bangladesh,15 de Ago,National Mourning Day,Government Holiday
bangladesh,18 de Ago,Janmashtami,Government Holiday
bangladesh,31 de Ago,Ganesh Chaturthi,Hindu Holiday
bangladesh,9 de Set,Madhu Purnima,Optional Holiday
bangladesh,21 de Set,Akhari Chahar Somba (Tentative Date),Optional Holiday
bangladesh,23 de Set,September Equinox,Season
bangladesh,25 de Set,Mahalaya,Optional Holiday
bangladesh,26 de Set,First Day of Navaratri,Hindu Holiday
bangladesh,4 de Out,Mahanabami,Optional Holiday
bangladesh,5 de Out,Durga Puja,Government Holiday
bangladesh,9 de Out,Eid e-Milad-un Nabi,Government Holiday
bangladesh,9 de Out,Lakshmi Puja,Optional Holiday
bangladesh,9 de Out,Prabarana Purnima,Optional Holiday
bangladesh,24 de Out,Sri Shayama Puja,Optional Holiday
bangladesh,31 de Out,Halloween,Observance
bangladesh,7 de Nov,Fateha-i-Yajdaham (Tentative Date),Optional Holiday
bangladesh,16 de Dez,Victory Day,Government Holiday
bangladesh,22 de Dez,December Solstice,Season
bangladesh,24 de Dez,Christmas Eve,Optional Holiday
bangladesh,25 de Dez,Christmas Day,Government Holiday
bangladesh,26 de Dez,Boxing Day,Optional Holiday
bangladesh,31 de Dez,New Year's Eve,Bank Holiday
barbados,1 de Jan,New Year's Day,Public Holiday
barbados,21 de Jan,Errol Barrow Day,Public Holiday
barbados,14 de Fev,Valentine's Day,Observance
barbados,20 de Mar,March Equinox,Season
barbados,15 de Abr,Good Friday,Public Holiday
barbados,17 de Abr,Easter Sunday,Observance
barbados,18 de Abr,Easter Monday,Public Holiday
barbados,28 de Abr,National Heroes Day,Public Holiday
barbados,1 de Mai,Labor Day / May Day,Public Holiday
barbados,2 de Mai,Day off for Labor Day / May Day,Public Holiday
barbados,8 de Mai,Mothers' Day,Observance
barbados,5 de Jun,Whit Sunday,Observance
barbados,6 de Jun,Whit Monday,Public Holiday
barbados,19 de Jun,Fathers' Day,Observance
barbados,21 de Jun,June Solstice,Season
barbados,1 de Ago,Emancipation Day,Public Holiday
barbados,1 de Ago,Kadooment Day,Public Holiday
barbados,2 de Ago,Day off for Emancipation Day,Public Holiday
barbados,22 de Set,September Equinox,Season
barbados,31 de Out,Halloween,Observance
barbados,30 de Nov,Independence Day,Public Holiday
barbados,21 de Dez,December Solstice,Season
barbados,24 de Dez,Christmas Eve,Observance
barbados,25 de Dez,Christmas Day,Public Holiday
barbados,26 de Dez,Boxing Day,Public Holiday
barbados,27 de Dez,Day off for Christmas Day,Public Holiday
barbados,31 de Dez,Old Year's Night,Observance
belarus,1 de Jan,New Year's Day,National Holiday
belarus,2 de Jan,New Year Holiday,National Holiday
belarus,7 de Jan,Orthodox Christmas Day,National Holiday
belarus,14 de Fev,Valentine's Day,Observance
belarus,23 de Fev,Defender of the Fatherland Day,Observance
belarus,7 de Mar,Public Holiday,National Holiday
belarus,8 de Mar,Women's Day,National Holiday
belarus,12 de Mar,Special Working Day,Working day on weekend
belarus,15 de Mar,Constitution Day,Observance
belarus,20 de Mar,March Equinox,Season
belarus,2 de Abr,Union Day of Belarus and Russia,Observance
belarus,17 de Abr,Catholic Easter Sunday,Observance
belarus,24 de Abr,Orthodox Easter Sunday,"Observance, Orthodox"
belarus,26 de Abr,Day of Remembrance of the Chernobyl Tragedy,Observance
belarus,1 de Mai,Labour Day,National Holiday
belarus,2 de Mai,Public Holiday,National Holiday
belarus,3 de Mai,Radonitsa,National Holiday
belarus,8 de Mai,Day of the National Emblem and Flag of Belarus,Observance
belarus,9 de Mai,Victory Day,National Holiday
belarus,14 de Mai,Special Working Day,Working day on weekend
belarus,21 de Jun,June Solstice,Season
belarus,22 de Jun,Remembrance Day of Victims of the Great Patriotic War,Observance
belarus,3 de Jul,Independence Day of the Republic of Belarus,National Holiday
belarus,6 de Jul,Kupalle (Day 1),Observance
belarus,7 de Jul,Kupalle (Day 2),Observance
belarus,17 de Set,National Unity Day,Observance
belarus,23 de Set,September Equinox,Season
belarus,14 de Out,Mother's Day,Observance
belarus,21 de Out,Father's Day,Observance
belarus,2 de Nov,Remembrance Day,Observance
belarus,7 de Nov,October Revolution Day,National Holiday
belarus,22 de Dez,December Solstice,Season
belarus,25 de Dez,Catholic Christmas Day,National Holiday
belarus,31 de Dez,New Year's Eve,Observance
belgium,1 de Jan,New Year's Day,National holiday
belgium,6 de Jan,Epiphany,Observance
belgium,14 de Fev,Valentine's Day,Observance
belgium,20 de Mar,March Equinox,Season
belgium,27 de Mar,Daylight Saving Time starts,Clock change/Daylight Saving Time
belgium,15 de Abr,Good Friday,Bank holiday
belgium,17 de Abr,Easter Sunday,National holiday
belgium,18 de Abr,Easter Monday,National holiday
belgium,1 de Mai,Labor Day / May Day,National holiday
belgium,8 de Mai,Mother's Day,Observance
belgium,8 de Mai,Iris Day,Regional government holiday
belgium,26 de Mai,Ascension Day,National holiday
belgium,27 de Mai,Day after Ascension Day,Bank holiday
belgium,5 de Jun,Whit Sunday,National holiday
belgium,6 de Jun,Whit Monday,National holiday
belgium,12 de Jun,Father's Day,Observance
belgium,21 de Jun,June Solstice,Season
belgium,11 de Jul,Day of the Flemish Community,Regional government holiday
belgium,21 de Jul,Belgian National Day,National holiday
belgium,15 de Ago,Assumption of Mary,National holiday
belgium,18 de Set,Day of the Walloon Region,Regional government holiday
belgium,23 de Set,September Equinox,Season
belgium,27 de Set,Day of the French Community,Regional government holiday
belgium,30 de Out,Daylight Saving Time ends,Clock change/Daylight Saving Time
belgium,31 de Out,Halloween,Observance
belgium,1 de Nov,All Saints' Day,National holiday
belgium,11 de Nov,Armistice Day,National holiday
belgium,15 de Nov,Day of the German-speaking Community,Regional government holiday
belgium,6 de Dez,St. Nicholas Day,Observance
belgium,21 de Dez,December Solstice,Season
belgium,24 de Dez,Christmas Eve,Observance
belgium,25 de Dez,Christmas Day,National holiday
belgium,26 de Dez,Boxing Day,Bank holiday
belgium,31 de Dez,New Year's Eve,Observance
belize,1 de Jan,New Year's Day,Public Holiday
belize,15 de Jan,George Price Day,Public Holiday
belize,7 de Mar,National Heroes and Benefactors Day,Public Holiday
belize,20 de Mar,March Equinox,Season
belize,15 de Abr,Good Friday,Public Holiday
belize,16 de Abr,Holy Saturday,Public Holiday
belize,18 de Abr,Easter Monday,Public Holiday
belize,1 de Mai,Labor Day / May Day,Public Holiday
belize,2 de Mai,Day off for Labor Day / May Day,Public Holiday
belize,21 de Jun,June Solstice,Season
belize,1 de Ago,Emancipation Day,Public Holiday
belize,10 de Set,St. George's Caye Day,Public Holiday
belize,19 de Set,Queen Elizabeth II's Funeral Day,Public Holiday
belize,21 de Set,Independence Day,Public Holiday
belize,22 de Set,September Equinox,Season
belize,10 de Out,El Día de la Raza,Public Holiday
belize,19 de Nov,Garifuna Settlement Day,Public Holiday
belize,21 de Dez,December Solstice,Season
belize,25 de Dez,Christmas Day,Public Holiday
belize,26 de Dez,Boxing Day,Public Holiday
benin,1 de Jan,New Year,Public Holiday
benin,10 de Jan,Vodoun Festival,Public Holiday
benin,16 de Jan,Day of Remembrance,National Day
benin,28 de Fev,People's Sovereignty Day,National Day
benin,8 de Mar,Women's Day,National Day
benin,20 de Mar,March Equinox,Season
benin,18 de Abr,Easter Monday,Public Holiday
benin,1 de Mai,Labour Day,Public Holiday
benin,2 de Mai,Korité,Public Holiday
benin,8 de Mai,Mother's Day,Observance
benin,26 de Mai,Ascension Day,Public Holiday
benin,6 de Jun,Whit Monday,Public Holiday
benin,19 de Jun,Father's Day,Observance
benin,21 de Jun,June Solstice,Season
benin,9 de Jul,Tabaski,Public Holiday
benin,1 de Ago,Independence Day,Public Holiday
benin,15 de Ago,Assumption of Mary,Public Holiday
benin,23 de Set,September Equinox,Season
benin,7 de Out,Day off for Maouloud,Public Holiday
benin,9 de Out,Maouloud,Public Holiday
benin,1 de Nov,All Saints' Day,Public Holiday
benin,21 de Dez,December Solstice,Season
benin,25 de Dez,Christmas Day,Public Holiday
bermuda,1 de Jan,New Year's Day,Public Holiday
bermuda,3 de Jan,Day off for New Year's Day,Public Holiday
bermuda,14 de Fev,Valentine's Day,Observance
bermuda,13 de Mar,Daylight Saving Time starts,Clock change/Daylight Saving Time
bermuda,20 de Mar,March Equinox,Season
bermuda,15 de Abr,Good Friday,Public Holiday
bermuda,17 de Abr,Easter Sunday,Observance
bermuda,8 de Mai,Mothers' Day,Observance
bermuda,27 de Mai,Bermuda Day,Public Holiday
bermuda,19 de Jun,Fathers' Day,Observance
bermuda,20 de Jun,National Heroes Day,Public Holiday
bermuda,21 de Jun,June Solstice,Season
bermuda,28 de Jul,Emancipation Day,Public Holiday
bermuda,29 de Jul,Mary Prince Day,Public Holiday
bermuda,5 de Set,Labour Day,Public Holiday
bermuda,19 de Set,Queen Elizabeth II's Funeral Day,Public Holiday
bermuda,22 de Set,September Equinox,Season
bermuda,31 de Out,Halloween,Observance
bermuda,6 de Nov,Daylight Saving Time ends,Clock change/Daylight Saving Time
bermuda,11 de Nov,Remembrance Day,Public Holiday
bermuda,21 de Dez,December Solstice,Season
bermuda,24 de Dez,Christmas Eve,Observance
bermuda,25 de Dez,Christmas Day,Public Holiday
bermuda,26 de Dez,Day off for Christmas Day,Public Holiday
bermuda,26 de Dez,Boxing Day,Public Holiday
bermuda,27 de Dez,Christmas/Boxing Day Holiday,Public Holiday
bermuda,31 de Dez,New Year's Eve,Observance
bhutan,1 de Jan,Winter Solstice (Nyilo),Public Holiday
bhutan,2 de Fev,Traditional Day of Offerings,Public Holiday
bhutan,21 de Fev,King's Birthday,Public Holiday
bhutan,22 de Fev,King's Birthday Holiday,Public Holiday
bhutan,23 de Fev,King's Birthday Holiday,Public Holiday
bhutan,3 de Mar,Losar (New Year),Public Holiday
bhutan,4 de Mar,Losar Holiday,Public Holiday
bhutan,20 de Mar,March Equinox,Season
bhutan,2 de Mai,Birth Anniversary of Third Druk Gyalpo,Public Holiday
bhutan,11 de Mai,Death Anniversary of Zhabdrung (Zhabdrung Kuchoe),Public Holiday
bhutan,14 de Jun,Buddha's Parinirvana,Public Holiday
bhutan,21 de Jun,June Solstice,Season
bhutan,9 de Jul,Birth Anniversary of Guru Rinpoche,Public Holiday
bhutan,1 de Ago,Buddha's First Sermon,Public Holiday
bhutan,23 de Set,Blessed Rainy Day,Public Holiday
bhutan,23 de Set,September Equinox,Season
bhutan,30 de Set,Thimphu Drubchoe (Thimphu only),Municipal Holiday
bhutan,4 de Out,Thimphu Tshechu (Thimphu only),Municipal Holiday
bhutan,5 de Out,Thimphu Tshechu (Thimphu only),Municipal Holiday
bhutan,5 de Out,Dashain,Public Holiday
bhutan,6 de Out,Thimphu Tshechu (Thimphu only),Municipal Holiday
bhutan,1 de Nov,King Jigme Khesar Namgyel's Coronation,Public Holiday
bhutan,11 de Nov,Birth Anniversary of the Fourth Druk Gyalpo/Consitution Day,Public Holiday
bhutan,15 de Nov,Descending Day of Lord Buddha,Public Holiday
bhutan,17 de Dez,National Day,Public Holiday
bhutan,22 de Dez,December Solstice,Season
bolivia,1 de Jan,New Year's Day,National holiday
bolivia,6 de Jan,Epiphany,Observance
bolivia,22 de Jan,Plurinational State Foundation Day,National holiday
bolivia,2 de Fev,Feast of Candelaria,Observance
bolivia,28 de Fev,Carnival / Shrove Monday,National holiday
bolivia,1 de Mar,Carnival / Shrove Tuesday / Pancake Day,National holiday
bolivia,19 de Mar,Father Day,Observance
bolivia,20 de Mar,March Equinox,Season
bolivia,23 de Mar,Day of the Sea,Observance
bolivia,12 de Abr,Children's Day,Observance
bolivia,14 de Abr,Maundy Thursday,"Observance, Christian"
bolivia,15 de Abr,Good Friday,"National holiday, Christian"
bolivia,1 de Mai,Labor Day / May Day,National holiday
bolivia,2 de Mai,Day off for Labor Day / May Day,National holiday
bolivia,27 de Mai,Mother's Day,Observance
bolivia,27 de Mai,Mother's Day Public Sector Half-day Holiday,Government Holiday
bolivia,16 de Jun,Corpus Christi,National holiday
bolivia,21 de Jun,Aymara New Year Day,National holiday
bolivia,21 de Jun,June Solstice,Season
bolivia,6 de Ago,Independence Day,National holiday
bolivia,17 de Ago,Flag Day,Observance
bolivia,22 de Set,September Equinox,Season
bolivia,11 de Out,Bolivian Women's Day,Observance
bolivia,12 de Out,Indigenous Resistance's Day,Observance
bolivia,17 de Out,Day of Dignity,National holiday
bolivia,2 de Nov,All Saints Day,National holiday
bolivia,21 de Dez,December Solstice,Season
bolivia,25 de Dez,Christmas Day,"National holiday, Christian"
bolivia,26 de Dez,Day off for Christmas Day,"National holiday, Christian"
bosnia,1 de Jan,New Year's Day,Public holiday
bosnia,2 de Jan,New Year's (Day 2),Public holiday
bosnia,3 de Jan,New Year Holiday,Public holiday
bosnia,6 de Jan,Orthodox Christmas Eve,Optional Holiday
bosnia,7 de Jan,Orthodox Christmas Day,Optional Holiday
bosnia,9 de Jan,Day of the Republika Srpska,Local holiday
bosnia,14 de Jan,Orthodox New Year,"Local holiday, Orthodox"
bosnia,14 de Fev,Valentine's Day,Observance
bosnia,1 de Mar,Independence Day,Public holiday
bosnia,8 de Mar,Mothers' Day,Observance
bosnia,8 de Mar,Brčko District Establishment Day,Local holiday
bosnia,20 de Mar,March Equinox,Season
bosnia,15 de Abr,Good Friday,Optional Holiday
bosnia,16 de Abr,Holy Saturday,Observance
bosnia,17 de Abr,Easter Sunday,Optional Holiday
bosnia,18 de Abr,Easter Monday,Optional Holiday
bosnia,22 de Abr,Orthodox Good Friday,Optional Holiday
bosnia,23 de Abr,Orthodox Holy Saturday,"Observance, Orthodox"
bosnia,24 de Abr,Orthodox Easter Sunday,Optional Holiday
bosnia,25 de Abr,Orthodox Easter Monday,Optional Holiday
bosnia,1 de Mai,Labor Day,Public holiday
bosnia,2 de Mai,Labor Day observed,Public holiday
bosnia,2 de Mai,End of Ramadan,Optional Holiday
bosnia,3 de Mai,Labor Day (Day 2),Public holiday
bosnia,9 de Mai,Victory Day,Working holiday
bosnia,9 de Mai,Victory Day,Local holiday
bosnia,19 de Jun,Fathers' Day,Observance
bosnia,21 de Jun,June Solstice,Season
bosnia,9 de Jul,Feast of the Sacrifice,Optional Holiday
bosnia,23 de Set,September Equinox,Season
bosnia,31 de Out,Halloween,Observance
bosnia,1 de Nov,All Saints' Day,Local holiday
bosnia,21 de Nov,Dayton Peace Agreement Day,Local holiday
bosnia,25 de Nov,Statehood Day,Local holiday
bosnia,21 de Dez,December Solstice,Season
bosnia,24 de Dez,Christmas Eve,Optional Holiday
bosnia,25 de Dez,Christmas Day,Optional Holiday
bosnia,31 de Dez,New Year's Eve,Observance
botswana,1 de Jan,New Year's Day,Public Holiday
botswana,2 de Jan,Public Holiday (January),Public Holiday
botswana,3 de Jan,Day off for Public Holiday (January),Public Holiday
botswana,20 de Mar,March Equinox,Season
botswana,15 de Abr,Good Friday,Public Holiday
botswana,16 de Abr,Holy Saturday,Public Holiday
botswana,18 de Abr,Easter Monday,Public Holiday
botswana,1 de Mai,Labour Day,Public Holiday
botswana,2 de Mai,Day off for Labour Day,Public Holiday
botswana,8 de Mai,Mother's Day,Observance
botswana,26 de Mai,Ascension Day,Public Holiday
botswana,19 de Jun,Father's Day,Observance
botswana,21 de Jun,June Solstice,Season
botswana,1 de Jul,Sir Seretse Khama Day,Public Holiday
botswana,18 de Jul,President's Day,Public Holiday
botswana,19 de Jul,Public Holiday (July),Public Holiday
botswana,23 de Set,September Equinox,Season
botswana,30 de Set,Botswana Day,Public Holiday
botswana,1 de Out,Public Holiday (October),Public Holiday
botswana,21 de Dez,December Solstice,Season
botswana,25 de Dez,Christmas Day,Public Holiday
botswana,26 de Dez,Day off for Christmas Day,Public Holiday
botswana,26 de Dez,Boxing Day,Public Holiday
botswana,27 de Dez,Day off for Boxing Day,Public Holiday
brazil,1 de Jan,New Year's Day,National Holiday
brazil,25 de Fev,Carnival Friday,Observance
brazil,26 de Fev,Carnival Saturday,Observance
brazil,27 de Fev,Carnival Sunday,Observance
brazil,28 de Fev,Carnival Monday,Government Holiday
brazil,1 de Mar,Carnival Tuesday,Government Holiday
brazil,2 de Mar,Carnival end (until 2pm),Government Holiday
brazil,20 de Mar,March Equinox,Season
brazil,15 de Abr,Good Friday,National Holiday
brazil,17 de Abr,Easter Sunday,Observance
brazil,21 de Abr,Tiradentes Day,National Holiday
brazil,1 de Mai,Labor Day / May Day,National Holiday
brazil,8 de Mai,Mother's Day,Observance
brazil,12 de Jun,Brazilian Valentine's Day,Observance
brazil,16 de Jun,Corpus Christi,Government Holiday
brazil,21 de Jun,June Solstice,Season
brazil,14 de Ago,Father's Day,Observance
brazil,7 de Set,Independence Day,National Holiday
brazil,22 de Set,September Equinox,Season
brazil,12 de Out,Our Lady of Aparecida / Children's Day,National Holiday
brazil,15 de Out,Teacher's Day,Observance
brazil,28 de Out,Public Service Holiday,Government Holiday
brazil,2 de Nov,All Souls' Day,National Holiday
